Date,Open,High,Low,Close,Volume,ticker
2021-05-18,18842.3909,19076.2835,18543.0764,18767.6768,28381730775.0,BTC
2021-05-19,18780.2086,19850.8562,18369.5917,19425.8334,31586266154.0,BTC
2021-05-20,19538.7013,19616.772,18343.0516,18452.6408,34112427810.0,BTC
2021-05-21,18616.5158,18720.5434,18357.8247,18635.3593,20781655633.0,BTC
2021-05-22,18814.6267,19941.1183,18734.1968,19692.9521,10302221904.0,BTC
2021-05-23,19608.581,19723.8276,18289.1321,18412.8081,46985384028.0,BTC
2021-05-24,18371.0259,18808.0405,18128.8188,18561.7152,42389650031.0,BTC
2021-05-25,18740.1821,18973.4479,18643.8661,18771.0579,27952182486.0,BTC
2021-05-26,18870.3673,19689.9732,18831.5911,19403.4866,22651059202.0,BTC
2021-05-27,19540.8485,19766.342,18340.5993,18426.7026,23178825850.0,BTC
2021-05-28,18571.5698,18617.9798,17371.6157,17437.8244,33637926188.0,BTC
2021-05-29,17481.9744,18243.897,17052.9455,17829.6573,5747020276.0,BTC
2021-05-30,17821.3998,18374.9889,17684.9764,18058.8626,16986807119.0,BTC
2021-05-31,17986.4088,18430.7518,17884.0031,18255.3332,30642930046.0,BTC
2021-06-01,18174.5569,18640.6884,18137.8217,18528.463,40263218003.0,BTC
2021-06-02,18452.3553,18477.1473,17880.8304,18012.1594,32311349135.0,BTC
2021-06-03,18132.5327,18535.7097,17741.3851,18194.179,37303254971.0,BTC
2021-06-04,18251.8693,18782.2449,18166.1241,18425.0426,36452917258.0,BTC
2021-06-05,18466.9059,18524.6429,17647.9894,17885.8159,23042546224.0,BTC
2021-06-06,17852.5864,19399.5802,17555.7281,19349.5763,17226079793.0,BTC
2021-06-07,19199.0359,20147.1715,19155.7327,19744.4316,9699443293.0,BTC
2021-06-08,19577.3392,19832.1379,18675.0325,18786.4668,27813532381.0,BTC
2021-06-09,18864.2752,19360.1147,18425.6741,19317.5114,11190843426.0,BTC
2021-06-10,19214.118,19362.9142,18442.2193,18548.2488,17073258953.0,BTC
2021-06-11,18707.4774,19383.0373,18646.6156,19177.4083,21902885896.0,BTC
2021-06-12,19072.3272,20469.4351,19043.6338,20139.7192,9179242112.0,BTC
2021-06-13,20181.4057,20374.8957,19279.2223,19463.1958,5524096734.0,BTC
2021-06-14,19496.6199,20597.2038,19042.7897,20272.9419,27407058707.0,BTC
2021-06-15,20346.9857,20774.1035,20186.9539,20633.6634,31723404144.0,BTC
2021-06-16,20655.3291,21653.0081,20209.7735,21364.9219,32188553386.0,BTC
2021-06-17,21482.5769,23317.4371,21201.5996,23143.5406,17663833769.0,BTC
2021-06-18,23203.5091,23256.9692,22751.9774,22913.1142,20373491220.0,BTC
2021-06-19,22829.5211,22852.4244,21923.0334,22205.7774,21219667558.0,BTC
2021-06-20,22356.4829,22380.889,20989.711,21397.9023,27017131554.0,BTC
2021-06-21,21500.9991,21685.7031,20216.8423,20683.3465,12755216984.0,BTC
2021-06-22,20825.1151,21002.5524,20497.5732,20622.6624,16597413916.0,BTC
2021-06-23,20784.2914,21165.3618,20718.5846,20926.5559,30389837198.0,BTC
2021-06-24,20754.6608,21547.8767,20481.7689,21177.5146,23742458623.0,BTC
2021-06-25,21129.9282,22287.7496,20958.6188,21932.766,40511041523.0,BTC
2021-06-26,22137.2002,22563.6713,21903.4448,21951.3307,46383379089.0,BTC
2021-06-27,22040.2514,23530.4749,21544.9795,23340.1766,34013632487.0,BTC
2021-06-28,23129.2682,23352.2624,23042.0711,23089.0991,45641529808.0,BTC
2021-06-29,23089.2843,26186.1038,22765.6832,25891.3183,18984206566.0,BTC
2021-06-30,25823.9041,26648.6826,25654.0248,26588.6847,13578933873.0,BTC
2021-07-01,26544.284,27094.6085,25538.3923,25656.1965,34123264562.0,BTC
2021-07-02,25641.9736,26209.2705,24048.8293,24535.1709,14146387144.0,BTC
2021-07-03,24622.4245,25435.2832,24181.3688,25044.9317,30177016389.0,BTC
2021-07-04,25164.4448,25380.2313,24582.047,24818.4181,15924360564.0,BTC
2021-07-05,24766.3644,26045.0797,24265.6174,25581.6184,21211989982.0,BTC
2021-07-06,25513.9734,26165.4905,24944.407,26102.9946,33800295343.0,BTC
2021-07-07,26111.2754,26305.0792,25902.2664,26031.0805,22299758910.0,BTC
2021-07-08,26027.3656,26305.9353,24821.0641,25129.0838,15206168039.0,BTC
2021-07-09,25176.8952,25208.0685,23260.1971,23587.1556,25282406821.0,BTC
2021-07-10,23670.9099,23871.7512,23007.1204,23155.8785,32865891335.0,BTC
2021-07-11,23282.2733,24335.5458,23245.5881,24011.129,34998543378.0,BTC
2021-07-12,23828.7439,24413.9893,23243.0633,24235.2786,33608630420.0,BTC
2021-07-13,24135.0942,24607.0657,22717.595,23006.7658,13454616576.0,BTC
2021-07-14,22777.321,23371.65,22561.2783,23181.6713,12002478762.0,BTC
2021-07-15,23401.5237,24069.6193,22829.7374,23566.9491,27263441268.0,BTC
2021-07-16,23699.1013,23983.2985,22364.0514,22714.949,28243191617.0,BTC
2021-07-17,22625.4138,22927.867,22183.7125,22868.9412,23742066790.0,BTC
2021-07-18,22982.117,23266.4388,22390.3378,22931.7973,10993249683.0,BTC
2021-07-19,23141.7561,23688.489,21728.9451,21863.525,25262449129.0,BTC
2021-07-20,22065.8799,22263.6958,21707.8906,22201.21,28056666756.0,BTC
2021-07-21,22079.2726,22866.7423,21601.9027,22737.1407,47451005823.0,BTC
2021-07-22,22772.7463,23910.1913,22646.7441,23802.4352,33040079513.0,BTC
2021-07-23,23867.1562,25143.784,23656.6271,24887.0498,16667272553.0,BTC
2021-07-24,25094.8496,25294.9085,23172.5918,23494.9491,13330929950.0,BTC
2021-07-25,23678.276,24104.1372,22063.1543,22594.2809,16466110737.0,BTC
2021-07-26,22429.0149,23649.3461,22153.4035,23095.2807,71068570006.0,BTC
2021-07-27,22976.0597,23913.3727,22776.4182,23606.1508,22733879649.0,BTC
2021-07-28,23751.0763,24419.9265,23468.8625,24129.6002,20908444354.0,BTC
2021-07-29,24097.1777,28434.5662,23590.6067,28376.2927,12266810091.0,BTC
2021-07-30,28120.8941,29691.3703,28080.0801,29073.6258,21879489823.0,BTC
2021-07-31,29244.0803,31158.5397,28682.8119,30503.0046,11243763832.0,BTC
2021-08-01,30464.5683,32243.7325,29756.3876,31759.5435,31499200291.0,BTC
2021-08-02,31837.2549,33451.7298,31186.5836,32650.2234,30932871714.0,BTC
2021-08-03,32818.2481,32978.4049,31793.5453,32230.4091,25240496625.0,BTC
2021-08-04,32371.1471,33515.2084,32059.5672,33284.3426,15497173252.0,BTC
2021-08-05,33327.6691,33978.1934,31811.1337,32230.9908,31660788640.0,BTC
2021-08-06,31916.4828,31960.4192,31392.0536,31921.5731,13378807938.0,BTC
2021-08-07,31807.7216,32486.9123,31051.9354,31286.8157,33822744421.0,BTC
2021-08-08,31033.6424,31758.5222,30279.5272,31404.0071,71431340774.0,BTC
2021-08-09,31164.3962,34895.333,30682.8464,34620.6789,22095257097.0,BTC
2021-08-10,34911.1679,35778.2957,31252.9294,32018.8894,18068847191.0,BTC
2021-08-11,31950.022,33594.7952,31855.5213,32965.0843,48401356539.0,BTC
2021-08-12,33262.3823,33756.36,30309.1406,30815.4098,17753113553.0,BTC
2021-08-13,30854.8991,31151.2877,29940.4356,30219.6914,37121214458.0,BTC
2021-08-14,30062.7901,31820.5494,29973.7362,31643.4023,25179051492.0,BTC
2021-08-15,31466.739,31799.8598,30707.272,31738.4675,15516533226.0,BTC
2021-08-16,31532.3082,32219.791,29790.0845,30342.9485,26359350018.0,BTC
2021-08-17,30304.4822,30756.6897,29082.6598,29453.7546,33484488947.0,BTC
2021-08-18,29606.1933,30551.5157,29116.8979,30315.6627,22744324221.0,BTC
2021-08-19,30485.652,30864.6514,29024.6085,29408.6574,39634536850.0,BTC
2021-08-20,29234.9582,30136.9899,28634.6844,29686.1427,38951587151.0,BTC
2021-08-21,29512.2269,29832.5034,28823.2989,29751.9412,20256888895.0,BTC
2021-08-22,30014.2251,30409.3951,28518.0366,28957.44,31101159478.0,BTC
2021-08-23,28860.2536,32254.764,28672.8625,31695.4398,30600709726.0,BTC
2021-08-24,31793.4742,32711.4436,31666.9742,32560.4192,10273646589.0,BTC
2021-08-25,32511.7271,32573.5549,29258.384,29914.4436,29332664893.0,BTC
2021-08-26,30073.3172,30188.839,29622.1447,30158.6719,17832484844.0,BTC
2021-08-27,30444.0201,30639.6841,28821.4454,29340.7542,25430571016.0,BTC
2021-08-28,29225.7047,30618.0115,28496.0958,30419.373,35112685181.0,BTC
2021-08-29,30566.5397,31219.5085,28995.059,29432.3322,14076106807.0,BTC
2021-08-30,29316.3282,29574.5195,29068.2479,29299.6296,19819646510.0,BTC
2021-08-31,29224.002,30614.6386,29059.1975,29936.6757,31497439962.0,BTC
2021-09-01,30226.9767,31647.7756,29756.5447,31054.5725,59639950312.0,BTC
2021-09-02,30792.755,31225.9452,29301.1079,29536.7015,40784611872.0,BTC
2021-09-03,29340.1769,29919.21,28813.219,29133.3789,34608553799.0,BTC
2021-09-04,29014.8409,29541.3495,28372.7695,28566.5615,11790989923.0,BTC
2021-09-05,28339.4664,28717.3026,27446.2061,27801.696,33860100826.0,BTC
2021-09-06,27983.8006,30481.6156,27763.9554,29950.5026,22811790181.0,BTC
2021-09-07,29927.5702,31177.4897,29678.2822,30473.4355,34877361492.0,BTC
2021-09-08,30335.7392,30953.6692,28323.0175,28910.308,30866428290.0,BTC
2021-09-09,28820.8838,30327.7252,28777.2089,30055.5823,31144150422.0,BTC
2021-09-10,30192.0688,33343.5632,30123.5381,32867.324,36904890518.0,BTC
2021-09-11,32864.8647,34682.1085,32171.8383,34334.2196,35397624156.0,BTC
2021-09-12,34254.808,34309.7747,32064.6136,32221.3403,38222596810.0,BTC
2021-09-13,31906.4849,32477.2535,31527.9938,31582.1202,11704097001.0,BTC
2021-09-14,31711.5254,34004.8429,31334.6126,33318.1206,20912796084.0,BTC
2021-09-15,33629.3354,33704.6668,31935.2578,32352.1117,35455912915.0,BTC
2021-09-16,32144.5765,33636.7251,31767.3589,32970.7139,30856958901.0,BTC
2021-09-17,32902.4999,34213.0403,32763.2269,34071.2643,19677130968.0,BTC
2021-09-18,33928.1961,34671.6964,32489.8812,32780.1537,16240172277.0,BTC
2021-09-19,32974.6589,33205.8518,32380.9345,32708.1145,45825825950.0,BTC
2021-09-20,32973.7613,33016.3556,28301.8532,28553.7983,28488516905.0,BTC
2021-09-21,28297.8625,28698.917,26864.4304,27359.5511,14942209656.0,BTC
2021-09-22,27425.9213,27673.2263,26878.1845,27078.9812,12711926941.0,BTC
2021-09-23,27027.2752,27098.64,25545.0084,25704.1108,19124592902.0,BTC
2021-09-24,25799.4442,27783.7435,25189.4951,27536.4947,10646134261.0,BTC
2021-09-25,27467.0593,28117.1157,25689.9928,25938.9647,43709926740.0,BTC
2021-09-26,25782.8081,26067.4506,25293.8807,25471.6075,51579558444.0,BTC
2021-09-27,25268.534,25816.0068,24804.393,25619.5442,29688796893.0,BTC
2021-09-28,25397.9364,27592.6152,24872.3198,27226.4515,24399183023.0,BTC
2021-09-29,27482.7485,27584.9647,25248.0956,25640.7471,39016125320.0,BTC
2021-09-30,25601.1212,27183.4708,25205.3969,26932.5515,41950925399.0,BTC
2021-10-01,26805.5787,27111.9862,26446.195,26952.2138,15767422089.0,BTC
2021-10-02,27036.7122,27692.2145,25599.523,25871.5025,15133292813.0,BTC
2021-10-03,25652.619,26460.6963,25597.0594,26386.4447,19020850697.0,BTC
2021-10-04,26438.7134,27040.9493,26189.2408,26615.9571,21824829067.0,BTC
2021-10-05,26492.1408,26528.2404,25913.4074,25961.1663,37508744862.0,BTC
2021-10-06,26068.4534,26476.1686,25589.6641,26045.2004,14079842724.0,BTC
2021-10-07,25925.9635,26323.7725,25526.7706,25634.788,32937570361.0,BTC
2021-10-08,25482.329,26154.1329,25274.0709,25765.0279,29641352582.0,BTC
2021-10-09,25857.8396,26785.6243,25220.9475,26499.5447,11626908076.0,BTC
2021-10-10,26473.1799,29012.8592,26064.88,28333.3699,32330246069.0,BTC
2021-10-11,28525.9244,28683.5294,26667.6593,26906.0726,24707324779.0,BTC
2021-10-12,26686.8556,29994.7723,26605.4385,29436.618,22912868499.0,BTC
2021-10-13,29397.774,29609.7049,26732.2353,27127.6017,59959406623.0,BTC
2021-10-14,27202.3047,27387.5124,26751.2965,26963.3018,49879139248.0,BTC
2021-10-15,26742.9531,27806.0022,26637.5666,27646.1387,16894582224.0,BTC
2021-10-16,27519.4123,28176.9758,26872.7235,27982.7354,17700719681.0,BTC
2021-10-17,27959.7563,28479.4052,26983.9177,27268.5589,18706091214.0,BTC
2021-10-18,27514.7889,28096.0059,26885.8251,27039.35,28179029742.0,BTC
2021-10-19,27214.0155,27850.4167,26176.9026,26493.1756,31816986098.0,BTC
2021-10-20,26621.8696,27119.9653,25530.4035,25853.1863,13464338716.0,BTC
2021-10-21,25630.052,27065.9127,25555.6838,26800.4089,42749814182.0,BTC
2021-10-22,26676.5124,27481.3184,26582.8327,27213.4624,81517039513.0,BTC
2021-10-23,27304.0632,27847.34,26068.1325,26440.8349,12801635357.0,BTC
2021-10-24,26549.486,27776.5536,26167.7334,27467.206,35351298926.0,BTC
2021-10-25,27549.2354,28485.6057,26902.8243,27832.3598,18993508386.0,BTC
2021-10-26,27801.1427,28851.5677,27306.9803,28807.6096,38423519857.0,BTC
2021-10-27,28809.1256,29657.9275,28428.4504,29588.4471,19537084206.0,BTC
2021-10-28,29680.2741,29895.3278,27979.3479,28584.5452,51454186365.0,BTC
2021-10-29,28390.4348,28466.8564,27354.4751,27928.2464,37116505872.0,BTC
2021-10-30,28103.706,29330.2017,27475.5984,28827.3596,29633381289.0,BTC
2021-10-31,28705.8162,29834.3514,28160.3761,29584.7928,109226426781.0,BTC
2021-11-01,29500.1129,29848.327,29349.2297,29567.7017,46582065905.0,BTC
2021-11-02,29738.7762,29988.1983,29631.4578,29722.679,23479992954.0,BTC
2021-11-03,29636.1414,31782.6958,29564.6264,31370.6356,29453583601.0,BTC
2021-11-04,31606.7432,31716.1541,30133.2516,30609.9857,27288941158.0,BTC
2021-11-05,30422.5687,32007.9963,30156.2672,31330.8857,111219455514.0,BTC
2021-11-06,31542.6251,32224.272,30856.5156,31075.2687,69905729102.0,BTC
2021-11-07,30864.1839,31394.0445,30164.1625,30801.6935,14202693180.0,BTC
2021-11-08,30921.173,32476.2014,30235.3795,32266.1373,40722639242.0,BTC
2021-11-09,32275.7742,33577.1797,31533.6025,33414.3613,39571258007.0,BTC
2021-11-10,33093.0013,34758.3141,32973.2223,34586.1458,17533018901.0,BTC
2021-11-11,34313.1542,36778.0052,33882.915,36546.4225,13324752150.0,BTC
2021-11-12,36625.182,36877.4729,35725.6081,36589.6518,12554348185.0,BTC
2021-11-13,36384.4233,38569.4249,36012.9824,37664.1038,18849545888.0,BTC
2021-11-14,37706.9493,38120.9189,36640.7772,37187.6339,63711075206.0,BTC
2021-11-15,37337.9806,37901.8096,36852.6879,37708.7164,30376914047.0,BTC
2021-11-16,37642.3174,38466.4074,37145.0502,37514.4151,15058277631.0,BTC
2021-11-17,37593.674,37822.5216,36958.0762,37678.8562,26094365390.0,BTC
2021-11-18,37409.7101,39324.6756,36659.6473,38644.1609,38401686703.0,BTC
2021-11-19,38415.632,38922.2313,36791.9934,37349.9069,22232730276.0,BTC
2021-11-20,36989.9465,41609.9363,36126.4939,40793.0076,92691091755.0,BTC
2021-11-21,40897.7857,41614.6076,38376.8798,39117.0313,14337698282.0,BTC
2021-11-22,38733.6678,39444.9205,36731.8214,37183.3854,30112144471.0,BTC
2021-11-23,37438.706,39542.0916,36802.5131,39048.4308,30370004362.0,BTC
2021-11-24,39276.1286,40858.4699,38467.1429,40380.7232,16757678023.0,BTC
2021-11-25,40290.1299,42306.7844,40154.8589,41465.6575,24218420894.0,BTC
2021-11-26,41219.7436,42698.3399,41057.1898,42587.2991,38209770913.0,BTC
2021-11-27,42985.9723,43097.6307,42176.2173,42578.1709,8128945073.0,BTC
2021-11-28,42215.4947,42638.1247,40781.6495,41015.7861,9782543011.0,BTC
2021-11-29,40786.189,41546.3338,40131.1954,41158.9257,34080710435.0,BTC
2021-11-30,40803.9001,41206.6256,39462.2619,40016.8261,39150332811.0,BTC
2021-12-01,40183.9089,41752.3215,39389.2326,41702.2484,47290685183.0,BTC
